player_full_name,player_two_words,season_ps,ir_name,season_ir,fuzzy_score
dallas goedert,dallas goedert,2020,dallas goedert,2022,100
dallas goedert,dallas goedert,2020,dallas goedert,2024,100
cooper kupp,cooper kupp,2020,cooper kupp,2018,100
cooper kupp,cooper kupp,2020,cooper kupp,2022,100
cooper kupp,cooper kupp,2020,cooper kupp,2023,100
mecole hardman,mecole hardman,2020,mecole hardman,2022,100
mecole hardman,mecole hardman,2020,mecole hardman,2022,100
mecole hardman,mecole hardman,2020,mecole hardman,2023,100
mecole hardman,mecole hardman,2020,mecole hardman,2024,100
deandre hopkins,deandre hopkins,2020,deandre hopkins,2021,100
jared cook,jared cook,2020,jared cook,2012,100
tyler eifert,tyler eifert,2020,tyler eifert,2014,100
tyler eifert,tyler eifert,2020,tyler eifert,2016,100
tyler eifert,tyler eifert,2020,tyler eifert,2017,100
tyler eifert,tyler eifert,2020,tyler eifert,2018,100
michael pittman,michael pittman,2020,michael pittman,2020,100
jarvis landry,jarvis landry,2020,jarvis landry,2021,100
jarvis landry,jarvis landry,2020,jarvis landry,2022,100
gabriel davis,gabriel davis,2020,gabriel davis,2024,100
dan arnold,dan arnold,2020,dan arnold,2017,100
dan arnold,dan arnold,2020,dan arnold,2021,100
allen lazard,allen lazard,2020,allen lazard,2020,100
allen lazard,allen lazard,2020,allen lazard,2024,100
trey burton,trey burton,2020,trey burton,2019,100
trey burton,trey burton,2020,trey burton,2020,100
kendrick bourne,kendrick bourne,2020,kendrick bourne,2023,100
tyler lockett,tyler lockett,2020,tyler lockett,2016,100
christian kirk,christian kirk,2020,christian kirk,2018,100
christian kirk,christian kirk,2020,christian kirk,2023,100
christian kirk,christian kirk,2020,christian kirk,2024,100
jalen guyton,jalen guyton,2020,jalen guyton,2022,100
evan engram,evan engram,2020,evan engram,2019,100
evan engram,evan engram,2020,evan engram,2024,100
julio jones,julio jones,2020,julio jones,2013,100
julio jones,julio jones,2020,julio jones,2021,100
willie snead,willie snead,2020,willie snead,2024,100
adam thielen,adam thielen,2020,adam thielen,2021,100
adam thielen,adam thielen,2020,adam thielen,2024,100
robert tonyan,robert tonyan,2020,robert tonyan,2021,100
kj hamler,kj hamler,2020,kj hamler,2020,100
kj hamler,kj hamler,2020,kj hamler,2021,100
kj hamler,kj hamler,2020,kj hamler,2022,100
juju smith-schuster,juju smith-schuster,2020,juju smith-schuster,2021,100
juju smith-schuster,juju smith-schuster,2020,juju smith-schuster,2023,100
calvin ridley,calvin ridley,2020,calvin ridley,2019,100
jamison crowder,jamison crowder,2020,jamison crowder,2022,100
jamison crowder,jamison crowder,2020,jamison crowder,2024,100
breshad perriman,breshad perriman,2020,breshad perriman,2015,100
tyler boyd,tyler boyd,2020,tyler boyd,2018,100
ceedee lamb,ceedee lamb,2020,ceedee lamb,2024,100
zach ertz,zach ertz,2020,zach ertz,2020,100
zach ertz,zach ertz,2020,zach ertz,2022,100
zach ertz,zach ertz,2020,zach ertz,2023,100
drew sample,drew sample,2020,drew sample,2019,100
drew sample,drew sample,2020,drew sample,2022,100
greg ward,greg ward,2020,greg ward,2022,100
damiere byrd,damiere byrd,2020,damiere byrd,2017,100
damiere byrd,damiere byrd,2020,damiere byrd,2017,100
damiere byrd,damiere byrd,2020,damiere byrd,2018,100
damiere byrd,damiere byrd,2020,damiere byrd,2023,100
justin jefferson,justin jefferson,2020,justin jefferson,2023,100
darren waller,darren waller,2020,darren waller,2015,100
darren waller,darren waller,2020,darren waller,2022,100
darren waller,darren waller,2020,darren waller,2023,100
logan thomas,logan thomas,2020,logan thomas,2021,100
logan thomas,logan thomas,2020,logan thomas,2021,100
jimmy graham,jimmy graham,2020,jimmy graham,2015,100
keenan allen,keenan allen,2020,keenan allen,2015,100
keenan allen,keenan allen,2020,keenan allen,2016,100
jonnu smith,jonnu smith,2020,jonnu smith,2018,100
chase claypool,chase claypool,2020,chase claypool,2024,100
tim patrick,tim patrick,2020,tim patrick,2019,100
tim patrick,tim patrick,2020,tim patrick,2022,100
tim patrick,tim patrick,2020,tim patrick,2023,100
tj hockenson,tj hockenson,2020,tj hockenson,2019,100
tj hockenson,tj hockenson,2020,tj hockenson,2021,100
tj hockenson,tj hockenson,2020,tj hockenson,2023,100
chris conley,chris conley,2020,chris conley,2017,100
james washington,james washington,2020,james washington,2022,100
george kittle,george kittle,2020,george kittle,2020,100
george kittle,george kittle,2020,george kittle,2021,100
mark andrews,mark andrews,2020,mark andrews,2023,100
tyler higbee,tyler higbee,2020,tyler higbee,2021,100
dj chark,dj chark,2020,dj chark,2021,100
dj chark,dj chark,2020,dj chark,2022,100
dj chark,dj chark,2020,dj chark,2024,100
isaiah ford,isaiah ford,2020,isaiah ford,2017,100
isaiah ford,isaiah ford,2020,isaiah ford,2023,100
allen robinson,allen robinson,2020,allen robinson,2014,100
allen robinson,allen robinson,2020,allen robinson,2017,100
allen robinson,allen robinson,2020,allen robinson,2022,100
michael gallup,michael gallup,2020,michael gallup,2021,100
michael gallup,michael gallup,2020,michael gallup,2021,100
brandon aiyuk,brandon aiyuk,2020,brandon aiyuk,2024,100
jordan reed,jordan reed,2020,jordan reed,2013,100
jordan reed,jordan reed,2020,jordan reed,2017,100
jordan reed,jordan reed,2020,jordan reed,2018,100
jordan reed,jordan reed,2020,jordan reed,2019,100
jordan reed,jordan reed,2020,jordan reed,2020,100
marquez valdes-scantling,marquez valdes-scantling,2020,marquez valdes-scantling,2021,100
anthony miller,anthony miller,2020,anthony miller,2022,100
mike williams,mike williams,2020,mike williams,2011,100
mike williams,mike williams,2020,mike williams,2013,100
mike williams,mike williams,2020,mike williams,2014,100
mike williams,mike williams,2020,mike williams,2023,100
russell gage,russell gage,2020,russell gage,2023,100
sammy watkins,sammy watkins,2020,sammy watkins,2016,100
sammy watkins,sammy watkins,2020,sammy watkins,2022,100
stefon diggs,stefon diggs,2020,stefon diggs,2024,100
aj brown,aj brown,2020,aj brown,2021,100
diontae johnson,diontae johnson,2020,diontae johnson,2023,100
travis kelce,travis kelce,2020,travis kelce,2013,100
josh reynolds,josh reynolds,2020,josh reynolds,2024,100
aj green,aj green,2020,aj green,2016,100
aj green,aj green,2020,aj green,2018,100
aj green,aj green,2020,aj green,2019,100
aj green,aj green,2020,aj green,2016,100
aj green,aj green,2020,aj green,2018,100
aj green,aj green,2020,aj green,2019,100
aj green,aj green,2020,aj green,2016,100
aj green,aj green,2020,aj green,2018,100
aj green,aj green,2020,aj green,2019,100
aj green,aj green,2020,aj green,2016,100
aj green,aj green,2020,aj green,2018,100
aj green,aj green,2020,aj green,2019,100
odell beckham,odell beckham,2020,odell beckham,2017,100
odell beckham,odell beckham,2020,odell beckham,2020,100
mike evans,mike evans,2020,mike evans,2019,100
ty hilton,ty hilton,2020,ty hilton,2021,100
hunter henry,hunter henry,2020,hunter henry,2017,100
hunter henry,hunter henry,2020,hunter henry,2023,100
michael thomas,michael thomas,2020,michael thomas,2014,100
michael thomas,michael thomas,2020,michael thomas,2017,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2022,100
michael thomas,michael thomas,2020,michael thomas,2023,100
michael thomas,michael thomas,2020,michael thomas,2014,100
michael thomas,michael thomas,2020,michael thomas,2017,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2022,100
michael thomas,michael thomas,2020,michael thomas,2023,100
michael thomas,michael thomas,2020,michael thomas,2014,100
michael thomas,michael thomas,2020,michael thomas,2017,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2022,100
michael thomas,michael thomas,2020,michael thomas,2023,100
michael thomas,michael thomas,2020,michael thomas,2014,100
michael thomas,michael thomas,2020,michael thomas,2017,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2020,100
michael thomas,michael thomas,2020,michael thomas,2022,100
michael thomas,michael thomas,2020,michael thomas,2023,100
jerry jeudy,jerry jeudy,2020,jerry jeudy,2021,100
will fuller,will fuller,2020,will fuller,2018,100
will fuller,will fuller,2020,will fuller,2021,100
dawson knox,dawson knox,2020,dawson knox,2023,100
rob gronkowski,rob gronkowski,2020,rob gronkowski,2012,100
rob gronkowski,rob gronkowski,2020,rob gronkowski,2013,100
rob gronkowski,rob gronkowski,2020,rob gronkowski,2016,100
denzel mims,denzel mims,2020,denzel mims,2020,100
denzel mims,denzel mims,2020,denzel mims,2023,100
devante parker,devante parker,2020,devante parker,2021,100
john brown,john brown,2020,john brown,2020,100
irv smith,irv smith,2020,irv smith,2021,100
irv smith,irv smith,2020,irv smith,2022,100
rondale moore,rondale moore,2021,rondale moore,2022,100
rondale moore,rondale moore,2021,rondale moore,2024,100
devin duvernay,devin duvernay,2021,devin duvernay,2022,100
devin duvernay,devin duvernay,2021,devin duvernay,2023,100
devin duvernay,devin duvernay,2021,devin duvernay,2024,100
sterling shepard,sterling shepard,2021,sterling shepard,2020,100
sterling shepard,sterling shepard,2021,sterling shepard,2021,100
sterling shepard,sterling shepard,2021,sterling shepard,2022,100
marquise brown,marquise brown,2021,marquise brown,2022,100
marquise brown,marquise brown,2021,marquise brown,2023,100
marquise brown,marquise brown,2021,marquise brown,2024,100
deonte harris,deonte harris,2021,deonte harris,2020,100
darnell mooney,darnell mooney,2021,darnell mooney,2022,100
allen robinson,allen robinson,2021,allen robinson,2014,100
allen robinson,allen robinson,2021,allen robinson,2017,100
allen robinson,allen robinson,2021,allen robinson,2022,100
jalen guyton,jalen guyton,2021,jalen guyton,2022,100
tyler lockett,tyler lockett,2021,tyler lockett,2016,100
rashod bateman,rashod bateman,2021,rashod bateman,2021,100
rashod bateman,rashod bateman,2021,rashod bateman,2022,100
cameron brate,cameron brate,2021,cameron brate,2016,100
mecole hardman,mecole hardman,2021,mecole hardman,2022,100
mecole hardman,mecole hardman,2021,mecole hardman,2022,100
mecole hardman,mecole hardman,2021,mecole hardman,2023,100
mecole hardman,mecole hardman,2021,mecole hardman,2024,100
kalif raymond,kalif raymond,2021,kalif raymond,2024,100
corey davis,corey davis,2021,corey davis,2021,100
adam humphries,adam humphries,2021,adam humphries,2020,100
deebo samuel,deebo samuel,2021,deebo samuel,2020,100
jalen reagor,jalen reagor,2021,jalen reagor,2020,100
jalen reagor,jalen reagor,2021,jalen reagor,2024,100
laviska shenault,laviska shenault,2021,laviska shenault,2023,100
braxton berrios,braxton berrios,2021,braxton berrios,2018,100
braxton berrios,braxton berrios,2021,braxton berrios,2021,100
braxton berrios,braxton berrios,2021,braxton berrios,2024,100
hunter renfrow,hunter renfrow,2021,hunter renfrow,2022,100
cooper kupp,cooper kupp,2021,cooper kupp,2018,100
cooper kupp,cooper kupp,2021,cooper kupp,2022,100
cooper kupp,cooper kupp,2021,cooper kupp,2023,100
ricky seals-jones,ricky seals-jones,2021,ricky seals-jones,2021,100
ricky seals-jones,ricky seals-jones,2021,ricky seals-jones,2022,100
ricky seals-jones,ricky seals-jones,2021,ricky seals-jones,2023,100
olamide zaccheaus,olamide zaccheaus,2021,olamide zaccheaus,2020,100
kendrick bourne,kendrick bourne,2021,kendrick bourne,2023,100
jerry jeudy,jerry jeudy,2021,jerry jeudy,2021,100
jamison crowder,jamison crowder,2021,jamison crowder,2022,100
jamison crowder,jamison crowder,2021,jamison crowder,2024,100
brandin cooks,brandin cooks,2021,brandin cooks,2014,100
brandin cooks,brandin cooks,2021,brandin cooks,2024,100
mark andrews,mark andrews,2021,mark andrews,2023,100
chris godwin,chris godwin,2021,chris godwin,2020,100
chris godwin,chris godwin,2021,chris godwin,2021,100
chris godwin,chris godwin,2021,chris godwin,2024,100
tyler boyd,tyler boyd,2021,tyler boyd,2018,100
michael pittman,michael pittman,2021,michael pittman,2020,100
cj uzomah,cj uzomah,2021,cj uzomah,2020,100
cj uzomah,cj uzomah,2021,cj uzomah,2023,100
cj uzomah,cj uzomah,2021,cj uzomah,2024,100
ceedee lamb,ceedee lamb,2021,ceedee lamb,2024,100
cedrick wilson,cedrick wilson,2021,cedrick wilson,2018,100
cedrick wilson,cedrick wilson,2021,cedrick wilson,2019,100
evan engram,evan engram,2021,evan engram,2019,100
evan engram,evan engram,2021,evan engram,2024,100
odell beckham,odell beckham,2021,odell beckham,2017,100
odell beckham,odell beckham,2021,odell beckham,2020,100
darren waller,darren waller,2021,darren waller,2015,100
darren waller,darren waller,2021,darren waller,2022,100
darren waller,darren waller,2021,darren waller,2023,100
robert woods,robert woods,2021,robert woods,2015,100
robert woods,robert woods,2021,robert woods,2021,100
tj hockenson,tj hockenson,2021,tj hockenson,2019,100
tj hockenson,tj hockenson,2021,tj hockenson,2021,100
tj hockenson,tj hockenson,2021,tj hockenson,2023,100
marvin jones,marvin jones,2021,marvin jones,2014,100
marvin jones,marvin jones,2021,marvin jones,2018,100
marvin jones,marvin jones,2021,marvin jones,2019,100
jarvis landry,jarvis landry,2021,jarvis landry,2021,100
jarvis landry,jarvis landry,2021,jarvis landry,2022,100
aj brown,aj brown,2021,aj brown,2021,100
van jefferson,van jefferson,2021,van jefferson,2022,100
russell gage,russell gage,2021,russell gage,2023,100
adam thielen,adam thielen,2021,adam thielen,2021,100
adam thielen,adam thielen,2021,adam thielen,2024,100
aj green,aj green,2021,aj green,2016,100
aj green,aj green,2021,aj green,2018,100
aj green,aj green,2021,aj green,2019,100
aj green,aj green,2021,aj green,2016,100
aj green,aj green,2021,aj green,2018,100
aj green,aj green,2021,aj green,2019,100
aj green,aj green,2021,aj green,2016,100
aj green,aj green,2021,aj green,2018,100
aj green,aj green,2021,aj green,2019,100
aj green,aj green,2021,aj green,2016,100
aj green,aj green,2021,aj green,2018,100
aj green,aj green,2021,aj green,2019,100
dallas goedert,dallas goedert,2021,dallas goedert,2020,100
dallas goedert,dallas goedert,2021,dallas goedert,2022,100
dallas goedert,dallas goedert,2021,dallas goedert,2024,100
tim patrick,tim patrick,2021,tim patrick,2019,100
tim patrick,tim patrick,2021,tim patrick,2022,100
tim patrick,tim patrick,2021,tim patrick,2023,100
zach ertz,zach ertz,2021,zach ertz,2020,100
zach ertz,zach ertz,2021,zach ertz,2022,100
zach ertz,zach ertz,2021,zach ertz,2023,100
christian kirk,christian kirk,2021,christian kirk,2018,100
christian kirk,christian kirk,2021,christian kirk,2023,100
christian kirk,christian kirk,2021,christian kirk,2024,100
quez watkins,quez watkins,2021,quez watkins,2020,100
quez watkins,quez watkins,2021,quez watkins,2023,100
keenan allen,keenan allen,2021,keenan allen,2015,100
keenan allen,keenan allen,2021,keenan allen,2016,100
tyler higbee,tyler higbee,2021,tyler higbee,2021,100
marquez valdes-scantling,marquez valdes-scantling,2021,marquez valdes-scantling,2021,100
jared cook,jared cook,2021,jared cook,2012,100
calvin ridley,calvin ridley,2021,calvin ridley,2019,100
kyle pitts,kyle pitts,2021,kyle pitts,2022,100
sammy watkins,sammy watkins,2021,sammy watkins,2016,100
sammy watkins,sammy watkins,2021,sammy watkins,2022,100
josh reynolds,josh reynolds,2021,josh reynolds,2024,100
elijah moore,elijah moore,2021,elijah moore,2021,100
dan arnold,dan arnold,2021,dan arnold,2017,100
dan arnold,dan arnold,2021,dan arnold,2021,100
george kittle,george kittle,2021,george kittle,2020,100
george kittle,george kittle,2021,george kittle,2021,100
marquez callaway,marquez callaway,2021,marquez callaway,2020,100
allen lazard,allen lazard,2021,allen lazard,2020,100
allen lazard,allen lazard,2021,allen lazard,2024,100
hunter henry,hunter henry,2021,hunter henry,2017,100
hunter henry,hunter henry,2021,hunter henry,2023,100
emmanuel sanders,emmanuel sanders,2021,emmanuel sanders,2018,100
justin jefferson,justin jefferson,2021,justin jefferson,2023,100
travis kelce,travis kelce,2021,travis kelce,2013,100
brandon aiyuk,brandon aiyuk,2021,brandon aiyuk,2024,100
ray-ray mccloud,ray-ray mccloud,2021,ray-ray mccloud,2023,100
julio jones,julio jones,2021,julio jones,2013,100
julio jones,julio jones,2021,julio jones,2021,100
pat freiermuth,pat freiermuth,2021,pat freiermuth,2023,100
jonnu smith,jonnu smith,2021,jonnu smith,2018,100
byron pringle,byron pringle,2021,byron pringle,2018,100
byron pringle,byron pringle,2021,byron pringle,2020,100
byron pringle,byron pringle,2021,byron pringle,2022,100
deandre hopkins,deandre hopkins,2021,deandre hopkins,2021,100
nico collins,nico collins,2021,nico collins,2021,100
nico collins,nico collins,2021,nico collins,2022,100
nico collins,nico collins,2021,nico collins,2024,100
michael gallup,michael gallup,2021,michael gallup,2021,100
michael gallup,michael gallup,2021,michael gallup,2021,100
dawson knox,dawson knox,2021,dawson knox,2023,100
mo alie-cox,mo alie-cox,2021,mo alie-cox,2017,100
mike williams,mike williams,2021,mike williams,2011,100
mike williams,mike williams,2021,mike williams,2013,100
mike williams,mike williams,2021,mike williams,2014,100
mike williams,mike williams,2021,mike williams,2023,100
gabriel davis,gabriel davis,2021,gabriel davis,2024,100
devante parker,devante parker,2021,devante parker,2021,100
courtland sutton,courtland sutton,2021,courtland sutton,2020,100
chase claypool,chase claypool,2021,chase claypool,2024,100
stefon diggs,stefon diggs,2021,stefon diggs,2024,100
mike evans,mike evans,2021,mike evans,2019,100
rob gronkowski,rob gronkowski,2021,rob gronkowski,2012,100
rob gronkowski,rob gronkowski,2021,rob gronkowski,2013,100
rob gronkowski,rob gronkowski,2021,rob gronkowski,2016,100
david njoku,david njoku,2021,david njoku,2019,100
david njoku,david njoku,2021,david njoku,2020,100
david njoku,david njoku,2021,david njoku,2024,100
diontae johnson,diontae johnson,2021,diontae johnson,2023,100
tyler lockett,tyler lockett,2022,tyler lockett,2016,100
rondale moore,rondale moore,2022,rondale moore,2022,100
rondale moore,rondale moore,2022,rondale moore,2024,100
ben skowronek,ben skowronek,2022,ben skowronek,2024,100
chris olave,chris olave,2022,chris olave,2024,100
devin duvernay,devin duvernay,2022,devin duvernay,2022,100
devin duvernay,devin duvernay,2022,devin duvernay,2023,100
devin duvernay,devin duvernay,2022,devin duvernay,2024,100
treylon burks,treylon burks,2022,treylon burks,2022,100
treylon burks,treylon burks,2022,treylon burks,2024,100
kalif raymond,kalif raymond,2022,kalif raymond,2024,100
quez watkins,quez watkins,2022,quez watkins,2020,100
quez watkins,quez watkins,2022,quez watkins,2023,100
kyle pitts,kyle pitts,2022,kyle pitts,2022,100
brandin cooks,brandin cooks,2022,brandin cooks,2014,100
brandin cooks,brandin cooks,2022,brandin cooks,2024,100
russell gage,russell gage,2022,russell gage,2023,100
evan engram,evan engram,2022,evan engram,2019,100
evan engram,evan engram,2022,evan engram,2024,100
kendrick bourne,kendrick bourne,2022,kendrick bourne,2023,100
josh reynolds,josh reynolds,2022,josh reynolds,2024,100
robert woods,robert woods,2022,robert woods,2015,100
robert woods,robert woods,2022,robert woods,2021,100
deandre hopkins,deandre hopkins,2022,deandre hopkins,2021,100
deandre carter,deandre carter,2022,deandre carter,2024,100
marquise brown,marquise brown,2022,marquise brown,2022,100
marquise brown,marquise brown,2022,marquise brown,2023,100
marquise brown,marquise brown,2022,marquise brown,2024,100
noah brown,noah brown,2022,noah brown,2018,100
noah brown,noah brown,2022,noah brown,2021,100
noah brown,noah brown,2022,noah brown,2023,100
noah brown,noah brown,2022,noah brown,2023,100
noah brown,noah brown,2022,noah brown,2024,100
curtis samuel,curtis samuel,2022,curtis samuel,2017,100
curtis samuel,curtis samuel,2022,curtis samuel,2021,100
richie james,richie james,2022,richie james,2020,100
richie james,richie james,2022,richie james,2021,100
richie james,richie james,2022,richie james,2023,100
isaiah hodgins,isaiah hodgins,2022,isaiah hodgins,2020,100
deebo samuel,deebo samuel,2022,deebo samuel,2020,100
chris godwin,chris godwin,2022,chris godwin,2020,100
chris godwin,chris godwin,2022,chris godwin,2021,100
chris godwin,chris godwin,2022,chris godwin,2024,100
olamide zaccheaus,olamide zaccheaus,2022,olamide zaccheaus,2020,100
corey davis,corey davis,2022,corey davis,2021,100
mack hollins,mack hollins,2022,mack hollins,2018,100
ceedee lamb,ceedee lamb,2022,ceedee lamb,2024,100
robert tonyan,robert tonyan,2022,robert tonyan,2021,100
darnell mooney,darnell mooney,2022,darnell mooney,2022,100
greg dulcich,greg dulcich,2022,greg dulcich,2022,100
greg dulcich,greg dulcich,2022,greg dulcich,2022,100
greg dulcich,greg dulcich,2022,greg dulcich,2023,100
greg dulcich,greg dulcich,2022,greg dulcich,2023,100
michael pittman,michael pittman,2022,michael pittman,2020,100
parris campbell,parris campbell,2022,parris campbell,2019,100
parris campbell,parris campbell,2022,parris campbell,2020,100
parris campbell,parris campbell,2022,parris campbell,2021,100
cooper kupp,cooper kupp,2022,cooper kupp,2018,100
cooper kupp,cooper kupp,2022,cooper kupp,2022,100
cooper kupp,cooper kupp,2022,cooper kupp,2023,100
jerry jeudy,jerry jeudy,2022,jerry jeudy,2021,100
christian kirk,christian kirk,2022,christian kirk,2018,100
christian kirk,christian kirk,2022,christian kirk,2023,100
christian kirk,christian kirk,2022,christian kirk,2024,100
marquez valdes-scantling,marquez valdes-scantling,2022,marquez valdes-scantling,2021,100
pat freiermuth,pat freiermuth,2022,pat freiermuth,2023,100
travis kelce,travis kelce,2022,travis kelce,2013,100
tj hockenson,tj hockenson,2022,tj hockenson,2019,100
tj hockenson,tj hockenson,2022,tj hockenson,2021,100
tj hockenson,tj hockenson,2022,tj hockenson,2023,100
dallas goedert,dallas goedert,2022,dallas goedert,2020,100
dallas goedert,dallas goedert,2022,dallas goedert,2022,100
dallas goedert,dallas goedert,2022,dallas goedert,2024,100
hunter renfrow,hunter renfrow,2022,hunter renfrow,2022,100
brandon aiyuk,brandon aiyuk,2022,brandon aiyuk,2024,100
aj green,aj green,2022,aj green,2016,100
aj green,aj green,2022,aj green,2018,100
aj green,aj green,2022,aj green,2019,100
aj green,aj green,2022,aj green,2016,100
aj green,aj green,2022,aj green,2018,100
aj green,aj green,2022,aj green,2019,100
aj green,aj green,2022,aj green,2016,100
aj green,aj green,2022,aj green,2018,100
aj green,aj green,2022,aj green,2019,100
aj green,aj green,2022,aj green,2016,100
aj green,aj green,2022,aj green,2018,100
aj green,aj green,2022,aj green,2019,100
elijah moore,elijah moore,2022,elijah moore,2021,100
chris moore,chris moore,2022,chris moore,2020,100
michael gallup,michael gallup,2022,michael gallup,2021,100
michael gallup,michael gallup,2022,michael gallup,2021,100
keenan allen,keenan allen,2022,keenan allen,2015,100
keenan allen,keenan allen,2022,keenan allen,2016,100
adam thielen,adam thielen,2022,adam thielen,2021,100
adam thielen,adam thielen,2022,adam thielen,2024,100
mark andrews,mark andrews,2022,mark andrews,2023,100
hayden hurst,hayden hurst,2022,hayden hurst,2021,100
hayden hurst,hayden hurst,2022,hayden hurst,2023,100
hayden hurst,hayden hurst,2022,hayden hurst,2024,100
randall cobb,randall cobb,2022,randall cobb,2013,100
randall cobb,randall cobb,2022,randall cobb,2020,100
randall cobb,randall cobb,2022,randall cobb,2021,100
randall cobb,randall cobb,2022,randall cobb,2022,100
tyquan thornton,tyquan thornton,2022,tyquan thornton,2022,100
tyquan thornton,tyquan thornton,2022,tyquan thornton,2023,100
nico collins,nico collins,2022,nico collins,2021,100
nico collins,nico collins,2022,nico collins,2022,100
nico collins,nico collins,2022,nico collins,2024,100
marvin jones,marvin jones,2022,marvin jones,2014,100
marvin jones,marvin jones,2022,marvin jones,2018,100
marvin jones,marvin jones,2022,marvin jones,2019,100
courtland sutton,courtland sutton,2022,courtland sutton,2020,100
tyler higbee,tyler higbee,2022,tyler higbee,2021,100
mike evans,mike evans,2022,mike evans,2019,100
juju smith-schuster,juju smith-schuster,2022,juju smith-schuster,2021,100
juju smith-schuster,juju smith-schuster,2022,juju smith-schuster,2023,100
hunter henry,hunter henry,2022,hunter henry,2017,100
hunter henry,hunter henry,2022,hunter henry,2023,100
chase claypool,chase claypool,2022,chase claypool,2024,100
aj brown,aj brown,2022,aj brown,2021,100
george kittle,george kittle,2022,george kittle,2020,100
george kittle,george kittle,2022,george kittle,2021,100
dj chark,dj chark,2022,dj chark,2021,100
dj chark,dj chark,2022,dj chark,2022,100
dj chark,dj chark,2022,dj chark,2024,100
dawson knox,dawson knox,2022,dawson knox,2023,100
logan thomas,logan thomas,2022,logan thomas,2021,100
logan thomas,logan thomas,2022,logan thomas,2021,100
justin jefferson,justin jefferson,2022,justin jefferson,2023,100
mike williams,mike williams,2022,mike williams,2011,100
mike williams,mike williams,2022,mike williams,2013,100
mike williams,mike williams,2022,mike williams,2014,100
mike williams,mike williams,2022,mike williams,2023,100
foster moreau,foster moreau,2022,foster moreau,2019,100
stefon diggs,stefon diggs,2022,stefon diggs,2024,100
diontae johnson,diontae johnson,2022,diontae johnson,2023,100
allen lazard,allen lazard,2022,allen lazard,2020,100
allen lazard,allen lazard,2022,allen lazard,2024,100
david njoku,david njoku,2022,david njoku,2019,100
david njoku,david njoku,2022,david njoku,2020,100
david njoku,david njoku,2022,david njoku,2024,100
zach ertz,zach ertz,2022,zach ertz,2020,100
zach ertz,zach ertz,2022,zach ertz,2022,100
zach ertz,zach ertz,2022,zach ertz,2023,100
terrace marshall,terrace marshall,2022,terrace marshall,2021,100
tyler boyd,tyler boyd,2022,tyler boyd,2018,100
isaiah mckenzie,isaiah mckenzie,2022,isaiah mckenzie,2024,100
allen robinson,allen robinson,2022,allen robinson,2014,100
allen robinson,allen robinson,2022,allen robinson,2017,100
allen robinson,allen robinson,2022,allen robinson,2022,100
devante parker,devante parker,2022,devante parker,2021,100
rondale moore,rondale moore,2023,rondale moore,2022,100
rondale moore,rondale moore,2023,rondale moore,2024,100
jerry jeudy,jerry jeudy,2023,jerry jeudy,2021,100
elijah moore,elijah moore,2023,elijah moore,2021,100
kendrick bourne,kendrick bourne,2023,kendrick bourne,2023,100
cooper kupp,cooper kupp,2023,cooper kupp,2018,100
cooper kupp,cooper kupp,2023,cooper kupp,2022,100
cooper kupp,cooper kupp,2023,cooper kupp,2023,100
robert woods,robert woods,2023,robert woods,2015,100
robert woods,robert woods,2023,robert woods,2021,100
pat freiermuth,pat freiermuth,2023,pat freiermuth,2023,100
juju smith-schuster,juju smith-schuster,2023,juju smith-schuster,2021,100
juju smith-schuster,juju smith-schuster,2023,juju smith-schuster,2023,100
diontae johnson,diontae johnson,2023,diontae johnson,2023,100
chris godwin,chris godwin,2023,chris godwin,2020,100
chris godwin,chris godwin,2023,chris godwin,2021,100
chris godwin,chris godwin,2023,chris godwin,2024,100
curtis samuel,curtis samuel,2023,curtis samuel,2017,100
curtis samuel,curtis samuel,2023,curtis samuel,2021,100
keenan allen,keenan allen,2023,keenan allen,2015,100
keenan allen,keenan allen,2023,keenan allen,2016,100
michael pittman,michael pittman,2023,michael pittman,2020,100
deebo samuel,deebo samuel,2023,deebo samuel,2020,100
tyler lockett,tyler lockett,2023,tyler lockett,2016,100
noah brown,noah brown,2023,noah brown,2018,100
noah brown,noah brown,2023,noah brown,2021,100
noah brown,noah brown,2023,noah brown,2023,100
noah brown,noah brown,2023,noah brown,2023,100
noah brown,noah brown,2023,noah brown,2024,100
allen robinson,allen robinson,2023,allen robinson,2014,100
allen robinson,allen robinson,2023,allen robinson,2017,100
allen robinson,allen robinson,2023,allen robinson,2022,100
travis kelce,travis kelce,2023,travis kelce,2013,100
dallas goedert,dallas goedert,2023,dallas goedert,2020,100
dallas goedert,dallas goedert,2023,dallas goedert,2022,100
dallas goedert,dallas goedert,2023,dallas goedert,2024,100
jonnu smith,jonnu smith,2023,jonnu smith,2018,100
rashid shaheed,rashid shaheed,2023,rashid shaheed,2024,100
aj brown,aj brown,2023,aj brown,2021,100
justin jefferson,justin jefferson,2023,justin jefferson,2023,100
